timestamp,backbone,model,seed,num_params,model_size_mb,val_acc,val_uar,val_f1_macro,val_precision_macro,val_recall_macro,val_f1_weighted,val_precision_weighted,val_recall_weighted,test_acc,test_uar,test_f1_macro,test_precision_macro,test_recall_macro,test_f1_weighted,test_precision_weighted,test_recall_weighted,retrain_test_acc,retrain_test_uar,retrain_test_f1_macro,retrain_test_precision_macro,retrain_test_recall_macro,retrain_test_f1_weighted,retrain_test_precision_weighted,retrain_test_recall_weighted,notes,hidden,p_drop,num_layers,mod_drop,freq_mask_ratio,time_mask_ratio,proj_dim,use_gate,audio_dim,fuse_dim,channel_wise_gate,lr,weight_decay,label_smoothing,fuse_mode,variant,pool_type,top_k,margin,cv_foldID,train_actors,val_actors,test_actors,proj_dim_effective,ablation_phase
2025-10-21 22:53:53,mobilevit_s.cvnets_in1k,gru,42,1512713,5.7777,0.47,0.4844,0.4609,0.5898,0.4844,0.4674,0.6127,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,features=mobilevit_s.cvnets_in1k,128,0.1,1,0.0,0.0,0.0,,True,640,192,False,0.0007,0.001,0.015,concat,fused_concat,attn,5,0.0,0,1-3-4-6-7-8-9-10-11-12-13-17-18-19-20-21-22-23-24,2-5-14-15-16,,none,0
2025-10-21 22:54:05,mobilevit_s.cvnets_in1k,gru,42,529673,2.0277,0.4167,0.4031,0.3794,0.471,0.4031,0.388,0.4802,0.4167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,features=mobilevit_s.cvnets_in1k,128,0.1,1,0.0,0.0,0.0,,True,640,192,False,0.0007,0.001,0.015,replace,fused_concat,attn,5,0.0,0,1-3-4-6-7-8-9-10-11-12-13-17-18-19-20-21-22-23-24,2-5-14-15-16,,none,0
2025-10-21 22:54:33,mobilevit_s.cvnets_in1k,gru,42,528712,2.022,0.55,0.5656,0.5212,0.5713,0.5656,0.5197,0.582,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,features=mobilevit_s.cvnets_in1k,128,0.1,1,0.0,0.0,0.0,192,False,640,256,False,0.0007,0.001,0.015,concat,fused_concat,attn,5,0.0,0,1-3-4-6-7-8-9-10-11-12-13-17-18-19-20-21-22-23-24,2-5-14-15-16,,192,0
2025-10-21 22:54:55,mobilevit_s.cvnets_in1k,gru,42,1117960,4.2685,0.4833,0.4969,0.4649,0.5692,0.4969,0.4703,0.5895,0.4833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,features=mobilevit_s.cvnets_in1k,128,0.1,1,0.0,0.0,0.0,,False,640,256,False,0.0007,0.001,0.015,concat,fused_concat,attn,5,0.0,0,1-3-4-6-7-8-9-10-11-12-13-17-18-19-20-21-22-23-24,2-5-14-15-16,,none,0
2025-10-21 22:55:16,mobilevit_s.cvnets_in1k,gru,42,1512713,5.7777,0.4767,0.4812,0.4617,0.5704,0.4812,0.4718,0.5941,0.4767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,features=mobilevit_s.cvnets_in1k,128,0.2,1,0.0,0.0,0.0,,True,640,192,False,0.0007,0.001,0.015,concat,fused_concat,attn,5,0.0,0,1-3-4-6-7-8-9-10-11-12-13-17-18-19-20-21-22-23-24,2-5-14-15-16,,none,0
2025-10-21 22:55:29,mobilevit_s.cvnets_in1k,gru,42,529673,2.0277,0.44,0.4344,0.4144,0.5013,0.4344,0.4203,0.5145,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,features=mobilevit_s.cvnets_in1k,128,0.2,1,0.0,0.0,0.0,,True,640,192,False,0.0007,0.001,0.015,replace,fused_concat,attn,5,0.0,0,1-3-4-6-7-8-9-10-11-12-13-17-18-19-20-21-22-23-24,2-5-14-15-16,,none,0
2025-10-21 22:55:41,mobilevit_s.cvnets_in1k,gru,42,528712,2.022,0.4433,0.45,0.4137,0.4607,0.45,0.4151,0.471,0.4433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,features=mobilevit_s.cvnets_in1k,128,0.2,1,0.0,0.0,0.0,192,False,640,256,False,0.0007,0.001,0.015,concat,fused_concat,attn,5,0.0,0,1-3-4-6-7-8-9-10-11-12-13-17-18-19-20-21-22-23-24,2-5-14-15-16,,192,0
2025-10-21 22:56:08,mobilevit_s.cvnets_in1k,gru,42,1117960,4.2685,0.5433,0.5625,0.5325,0.6164,0.5625,0.536,0.6353,0.5433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,features=mobilevit_s.cvnets_in1k,128,0.2,1,0.0,0.0,0.0,,False,640,256,False,0.0007,0.001,0.015,concat,fused_concat,attn,5,0.0,0,1-3-4-6-7-8-9-10-11-12-13-17-18-19-20-21-22-23-24,2-5-14-15-16,,none,0
2025-10-21 22:56:30,mobilevit_s.cvnets_in1k,gru,42,1512713,5.7777,0.4533,0.4531,0.443,0.5564,0.4531,0.456,0.5821,0.4533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,features=mobilevit_s.cvnets_in1k,128,0.25,1,0.0,0.0,0.0,,True,640,192,False,0.0007,0.001,0.015,concat,fused_concat,attn,5,0.0,0,1-3-4-6-7-8-9-10-11-12-13-17-18-19-20-21-22-23-24,2-5-14-15-16,,none,0
2025-10-21 22:56:42,mobilevit_s.cvnets_in1k,gru,42,529673,2.0277,0.41,0.4062,0.3773,0.4123,0.4062,0.3797,0.4176,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,features=mobilevit_s.cvnets_in1k,128,0.25,1,0.0,0.0,0.0,,True,640,192,False,0.0007,0.001,0.015,replace,fused_concat,attn,5,0.0,0,1-3-4-6-7-8-9-10-11-12-13-17-18-19-20-21-22-23-24,2-5-14-15-16,,none,0
2025-10-21 22:56:54,mobilevit_s.cvnets_in1k,gru,42,528712,2.022,0.42,0.425,0.3903,0.4517,0.425,0.3933,0.4643,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,features=mobilevit_s.cvnets_in1k,128,0.25,1,0.0,0.0,0.0,192,False,640,256,False,0.0007,0.001,0.015,concat,fused_concat,attn,5,0.0,0,1-3-4-6-7-8-9-10-11-12-13-17-18-19-20-21-22-23-24,2-5-14-15-16,,192,0
2025-10-21 22:57:16,mobilevit_s.cvnets_in1k,gru,42,1117960,4.2685,0.46,0.4656,0.4328,0.4919,0.4656,0.4404,0.5097,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,features=mobilevit_s.cvnets_in1k,128,0.25,1,0.0,0.0,0.0,,False,640,256,False,0.0007,0.001,0.015,concat,fused_concat,attn,5,0.0,0,1-3-4-6-7-8-9-10-11-12-13-17-18-19-20-21-22-23-24,2-5-14-15-16,,none,0
2025-10-21 22:57:39,mobilevit_s.cvnets_in1k,gru,42,1809161,6.9095,0.5233,0.5375,0.5001,0.5835,0.5375,0.5012,0.5986,0.5233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,features=mobilevit_s.cvnets_in1k,128,0.1,2,0.0,0.0,0.0,,True,640,192,False,0.0007,0.001,0.015,concat,fused_concat,attn,5,0.0,0,1-3-4-6-7-8-9-10-11-12-13-17-18-19-20-21-22-23-24,2-5-14-15-16,,none,0
2025-10-21 22:57:51,mobilevit_s.cvnets_in1k,gru,42,826121,3.1595,0.3733,0.375,0.3453,0.428,0.375,0.3446,0.4352,0.3733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,features=mobilevit_s.cvnets_in1k,128,0.1,2,0.0,0.0,0.0,,True,640,192,False,0.0007,0.001,0.015,replace,fused_concat,attn,5,0.0,0,1-3-4-6-7-8-9-10-11-12-13-17-18-19-20-21-22-23-24,2-5-14-15-16,,none,0
2025-10-21 22:58:13,mobilevit_s.cvnets_in1k,gru,42,825160,3.1535,0.46,0.4719,0.4326,0.5245,0.4719,0.4352,0.5406,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,features=mobilevit_s.cvnets_in1k,128,0.1,2,0.0,0.0,0.0,192,False,640,256,False,0.0007,0.001,0.015,concat,fused_concat,attn,5,0.0,0,1-3-4-6-7-8-9-10-11-12-13-17-18-19-20-21-22-23-24,2-5-14-15-16,,192,0
2025-10-21 22:58:35,mobilevit_s.cvnets_in1k,gru,42,1414408,5.4001,0.4933,0.5125,0.4861,0.5552,0.5125,0.4896,0.5724,0.4933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,features=mobilevit_s.cvnets_in1k,128,0.1,2,0.0,0.0,0.0,,False,640,256,False,0.0007,0.001,0.015,concat,fused_concat,attn,5,0.0,0,1-3-4-6-7-8-9-10-11-12-13-17-18-19-20-21-22-23-24,2-5-14-15-16,,none,0
2025-10-21 22:58:58,mobilevit_s.cvnets_in1k,gru,42,1809161,6.9095,0.51,0.5188,0.4954,0.561,0.5188,0.5043,0.5817,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,features=mobilevit_s.cvnets_in1k,128,0.2,2,0.0,0.0,0.0,,True,640,192,False,0.0007,0.001,0.015,concat,fused_concat,attn,5,0.0,0,1-3-4-6-7-8-9-10-11-12-13-17-18-19-20-21-22-23-24,2-5-14-15-16,,none,0
2025-10-21 22:59:11,mobilevit_s.cvnets_in1k,gru,42,826121,3.1595,0.4067,0.4094,0.3759,0.4449,0.4094,0.3779,0.4558,0.4067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,features=mobilevit_s.cvnets_in1k,128,0.2,2,0.0,0.0,0.0,,True,640,192,False,0.0007,0.001,0.015,replace,fused_concat,attn,5,0.0,0,1-3-4-6-7-8-9-10-11-12-13-17-18-19-20-21-22-23-24,2-5-14-15-16,,none,0
2025-10-21 22:59:33,mobilevit_s.cvnets_in1k,gru,42,825160,3.1535,0.4767,0.4875,0.453,0.6038,0.4875,0.4573,0.6256,0.4767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,features=mobilevit_s.cvnets_in1k,128,0.2,2,0.0,0.0,0.0,192,False,640,256,False,0.0007,0.001,0.015,concat,fused_concat,attn,5,0.0,0,1-3-4-6-7-8-9-10-11-12-13-17-18-19-20-21-22-23-24,2-5-14-15-16,,192,0
2025-10-21 22:59:55,mobilevit_s.cvnets_in1k,gru,42,1414408,5.4001,0.4767,0.4938,0.4615,0.5264,0.4938,0.4633,0.5411,0.4767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,features=mobilevit_s.cvnets_in1k,128,0.2,2,0.0,0.0,0.0,,False,640,256,False,0.0007,0.001,0.015,concat,fused_concat,attn,5,0.0,0,1-3-4-6-7-8-9-10-11-12-13-17-18-19-20-21-22-23-24,2-5-14-15-16,,none,0
2025-10-21 23:00:18,mobilevit_s.cvnets_in1k,gru,42,1809161,6.9095,0.47,0.4781,0.4524,0.5001,0.4781,0.4594,0.5171,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,features=mobilevit_s.cvnets_in1k,128,0.25,2,0.0,0.0,0.0,,True,640,192,False,0.0007,0.001,0.015,concat,fused_concat,attn,5,0.0,0,1-3-4-6-7-8-9-10-11-12-13-17-18-19-20-21-22-23-24,2-5-14-15-16,,none,0
2025-10-21 23:00:31,mobilevit_s.cvnets_in1k,gru,42,826121,3.1595,0.3833,0.3906,0.3558,0.4144,0.3906,0.3569,0.4249,0.3833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,features=mobilevit_s.cvnets_in1k,128,0.25,2,0.0,0.0,0.0,,True,640,192,False,0.0007,0.001,0.015,replace,fused_concat,attn,5,0.0,0,1-3-4-6-7-8-9-10-11-12-13-17-18-19-20-21-22-23-24,2-5-14-15-16,,none,0
2025-10-21 23:00:58,mobilevit_s.cvnets_in1k,gru,42,825160,3.1535,0.5633,0.575,0.5406,0.6223,0.575,0.5367,0.6305,0.5633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,features=mobilevit_s.cvnets_in1k,128,0.25,2,0.0,0.0,0.0,192,False,640,256,False,0.0007,0.001,0.015,concat,fused_concat,attn,5,0.0,0,1-3-4-6-7-8-9-10-11-12-13-17-18-19-20-21-22-23-24,2-5-14-15-16,,192,0
2025-10-21 23:01:20,mobilevit_s.cvnets_in1k,gru,42,1414408,5.4001,0.4733,0.4875,0.4539,0.5131,0.4875,0.455,0.526,0.4733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,features=mobilevit_s.cvnets_in1k,128,0.25,2,0.0,0.0,0.0,,False,640,256,False,0.0007,0.001,0.015,concat,fused_concat,attn,5,0.0,0,1-3-4-6-7-8-9-10-11-12-13-17-18-19-20-21-22-23-24,2-5-14-15-16,,none,0
